id,diva_field,file_name,year,month,day,mode,sample_type,sample_id,en_field,chem_field,plant_field,species_code,tune_page,project_name,ms_method,uplc_method,ms_mode,asoc_blank,asoc_rti,rti_pass,notes,all_inga,chemocoding,raw_check,mzxml,updated,error message
2694,DN2562_UNDILUTED,DN2562_UNDILUTED,2017,Jan,5,NEG,Sample,EN2562,2562,,,ACALCU_S1jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_448,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2562""}"
2695,DN2563_UNDILUTED,DN2563_UNDILUTED,2017,Jan,5,NEG,Sample,EN2563,2563,,,ACALCU_S1ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_448,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2563""}"
2696,DN2564_UNDILUTED,DN2564_UNDILUTED,2017,Jan,5,NEG,Sample,EN2564,2564,,,ACALCU_S2jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_448,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2564""}"
2698,DN2565_UNDILUTED,DN2565_UNDILUTED,2017,Jan,5,NEG,Sample,EN2565,2565,,,ACALCU_S2ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2565""}"
2699,DN2566_UNDILUTED,DN2566_UNDILUTED,2017,Jan,5,NEG,Sample,EN2566,2566,,,ACALCU_S3jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2566""}"
2700,DN2567_UNDILUTED,DN2567_UNDILUTED,2017,Jan,5,NEG,Sample,EN2567,2567,,,ACALCU_S3ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2567""}"
2701,DN2568_UNDILUTED,DN2568_UNDILUTED,2017,Jan,5,NEG,Sample,EN2568,2568,,,ACALCU_S4jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2568""}"
2702,DN2569_UNDILUTED,DN2569_UNDILUTED,2017,Jan,5,NEG,Sample,EN2569,2569,,,ACALCU_S4ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2569""}"
2703,DN2570_UNDILUTED,DN2570_UNDILUTED,2017,Jan,5,NEG,Sample,EN2570,2570,,,ACALCU_S5jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2570""}"
2704,DN2571_UNDILUTED,DN2571_UNDILUTED,2017,Jan,5,NEG,Sample,EN2571,2571,,,ACALCU_S5ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2571""}"
2705,DN2572_UNDILUTED,DN2572_UNDILUTED,2017,Jan,5,NEG,Sample,EN2572,2572,,,NEEACO_S1jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2572""}"
2706,DN2573_UNDILUTED,DN2573_UNDILUTED,2017,Jan,5,NEG,Sample,EN2573,2573,,,NEEACO_S1ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2573""}"
2707,DN2574_UNDILUTED,DN2574_UNDILUTED,2017,Jan,5,NEG,Sample,EN2574,2574,,,NEEACO_S2jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2574""}"
2708,DN2575_UNDILUTED,DN2575_UNDILUTED,2017,Jan,5,NEG,Sample,EN2575,2575,,,NEEACO_S2ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2575""}"
2709,DN2576_UNDILUTED,DN2576_UNDILUTED,2017,Jan,5,NEG,Sample,EN2576,2576,,,NEEACO_S3jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_197,RN18_449,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2576""}"
2718,DN2149,DN2149,2016,Apr,15,Negative,Sample,EN2149,2149,cM374,1105.0,M16,YCA318 2015_PM_NEG_2015_07_16,2014_all_Inga.PRO,2015_08_04_NEG_40min_150mm,2015_03_24_45min_150mm,0,BN_172,RN17_350,,,,,raw file exists,mzXML exists,2017-01-26 17:16:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2149""}"
2722,DN2577_UNDILUTED,DN2577_UNDILUTED,2017,Jan,6,NEG,Sample,EN2577,2577,,,NEEACO_S3ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2577""}"
2723,DN2578_UNDILUTED,DN2578_UNDILUTED,2017,Jan,6,NEG,Sample,EN2578,2578,,,NEEACO_S4jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2578""}"
2724,DN2579_UNDILUTED,DN2579_UNDILUTED,2017,Jan,6,NEG,Sample,EN2579,2579,,,NEEACO_S4ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2579""}"
2725,DN2580_UNDILUTED,DN2580_UNDILUTED,2017,Jan,6,NEG,Sample,EN2580,2580,,,NEEACO_S5jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2580""}"
2726,DN2581_UNDILUTED,DN2581_UNDILUTED,2017,Jan,6,NEG,Sample,EN2581,2581,,,NEEACO_S5ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2581""}"
2727,DN2542_UNDILUTED,DN2542_UNDILUTED,2017,Jan,6,NEG,Sample,EN2542,2542,,,SOROST_S1jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2542""}"
2728,DN2543_UNDILUTED,DN2543_UNDILUTED,2017,Jan,6,NEG,Sample,EN2543,2543,,,SOROST_S1ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2543""}"
2729,DN2544_UNDILUTED,DN2544_UNDILUTED,2017,Jan,6,NEG,Sample,EN2544,2544,,,SOROST_S2jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2544""}"
2730,DN2545_UNDILUTED,DN2545_UNDILUTED,2017,Jan,6,NEG,Sample,EN2545,2545,,,SOROST_S2ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2545""}"
2731,DN2546_UNDILUTED,DN2546_UNDILUTED,2017,Jan,6,NEG,Sample,EN2546,2546,,,SOROST_S3jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2546""}"
2732,DN2547_UNDILUTED,DN2547_UNDILUTED,2017,Jan,6,NEG,Sample,EN2547,2547,,,SOROST_S3ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2547""}"
2733,DN2548_UNDILUTED,DN2548_UNDILUTED,2017,Jan,6,NEG,Sample,EN2548,2548,,,SOROST_S4jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2548""}"
2734,DN2549_UNDILUTED,DN2549_UNDILUTED,2017,Jan,6,NEG,Sample,EN2549,2549,,,SOROST_S4ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_452,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2549""}"
2736,DN2550_UNDILUTED,DN2550_UNDILUTED,2017,Jan,6,NEG,Sample,EN2550,2550,,,SOROST_S5jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2550""}"
2737,DN2551_UNDILUTED,DN2551_UNDILUTED,2017,Jan,6,NEG,Sample,EN2551,2551,,,SOROST_S5ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2551""}"
2738,DN2492_UNDILUTED,DN2492_UNDILUTED,2017,Jan,6,NEG,Sample,EN2492,2492,,,MACRYA_S1jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2492""}"
2739,DN2497_UNDILUTED,DN2497_UNDILUTED,2017,Jan,6,NEG,Sample,EN2497,2497,,,MACRYA_S1ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2497""}"
2740,DN2493_UNDILUTED,DN2493_UNDILUTED,2017,Jan,6,NEG,Sample,EN2493,2493,,,MACRYA_S2jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2493""}"
2741,DN2498_UNDILUTED,DN2498_UNDILUTED,2017,Jan,6,NEG,Sample,EN2498,2498,,,MACRYA_S2ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2498""}"
2742,DN2494_UNDILUTED,DN2494_UNDILUTED,2017,Jan,6,NEG,Sample,EN2494,2494,,,MACRYA_S3jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2494""}"
2743,DN2499_UNDILUTED,DN2499_UNDILUTED,2017,Jan,6,NEG,Sample,EN2499,2499,,,MACRYA_S3ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2499""}"
2744,DN2495_UNDILUTED,DN2495_UNDILUTED,2017,Jan,6,NEG,Sample,EN2495,2495,,,MACRYA_S4jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2495""}"
2745,DN2500_UNDILUTED,DN2500_UNDILUTED,2017,Jan,6,NEG,Sample,EN2500,2500,,,MACRYA_S4ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2500""}"
2746,DN2496_UNDILUTED,DN2496_UNDILUTED,2017,Jan,6,NEG,Sample,EN2496,2496,,,MACRYA_S5jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2496""}"
2747,DN2501_UNDILUTED,DN2501_UNDILUTED,2017,Jan,6,NEG,Sample,EN2501,2501,,,MACRYA_S5ad,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2501""}"
2748,DN2672_UNDILUTED,DN2672_UNDILUTED,2017,Jan,6,NEG,Sample,EN2672,2672,,,RINOVI_S4jo,YCA318 2016_PM_O,2016_johanna.PRO,2016_10_05_NEG_sens_40min_150mm,2016_11_07_45min_150mm,0,BN_198,RN18_453,,,,,raw file exists,mzXML exists,2017-02-09 16:14:50+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2672""}"
2803,DN2353_HOH1,DN2353_HOH1,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2804,DN2353_10_1,DN2353_10_1,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2805,DN2353_20_1,DN2353_20_1,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2806,DN2353_30_1,DN2353_30_1,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2807,DN2353_40_1,DN2353_40_1,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2808,DN2353_50_2,DN2353_50_2,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2809,DN2353_100ACN,DN2353_100ACN,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2810,DN2353_100MeOH,DN2353_100MeOH,2016,Oct,4,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_180,RN18_401,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2813,DN2353_20_1_50_5000Da,DN2353_20_1_50_5000Da,2016,Oct,5,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,,RN18_402,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2814,DN2353_30_1_50_5000Da,DN2353_30_1_50_5000Da,2016,Oct,5,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,,RN18_402,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2815,DN2353_40_1_50_5000Da,DN2353_40_1_50_5000Da,2016,Oct,5,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,,RN18_402,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2818,EN2353-3,EN2353-3,2017,Jan,23,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_199,RN18_455,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2835,DN2154_DDA01,DN2154_DDA01,2017,Jan,26,NEG,Sample,EN2154,2154,cT839,1571.0,T75,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,2016_11_2_DDA_without_include,2016_11_07_45min_150mm,0,BN_DDA_005,RN_DDA_025,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2154""}"
2836,DN2171_DDA01,DN2171_DDA01,2017,Jan,26,NEG,Sample,EN2171,2171,cT630,1338.0,T76,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,2016_11_2_DDA_without_include,2016_11_07_45min_150mm,0,BN_DDA_005,RN_DDA_025,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2171""}"
2837,DN2172_DDA01,DN2172_DDA01,2017,Jan,26,NEG,Sample,EN2172,2172,cT30,332.0,T60,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,2016_11_2_DDA_without_include,2016_11_07_45min_150mm,0,BN_DDA_005,RN_DDA_025,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2172""}"
2838,DN2179_DDA01,DN2179_DDA01,2017,Jan,26,NEG,Sample,EN2179,2179,cT467,1056.0,T75,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,2016_11_2_DDA_without_include,2016_11_07_45min_150mm,0,BN_DDA_005,RN_DDA_025,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2179""}"
2839,DN2183_DDA01,DN2183_DDA01,2017,Jan,26,NEG,Sample,EN2183,2183,cT121,556.0,T60,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,2016_11_2_DDA_without_include,2016_11_07_45min_150mm,0,BN_DDA_005,RN_DDA_025,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2183""}"
2840,DN2191_DDA01,DN2191_DDA01,2017,Jan,26,NEG,Sample,EN2191,2191,cT1098,1848.0,T76,YCA318 2016_PM_O,2017_Tiputini_DDA.PRO,2016_11_2_DDA_without_include,2016_11_07_45min_150mm,0,BN_DDA_005,RN_DDA_025,,,,,raw file exists,mzXML exists,2017-01-27 15:19:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2191""}"
2926,DN2353_phenolics,DN2353_phenolics,2017,Feb,3,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_200,RN18_456,,,,,raw file exists,mzXML exists,2017-03-02 15:34:48+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2927,EN2353-3_1week_later,EN2353-3_1week_later,2017,Feb,3,NEG,Sample,EN2353,2353,cLEG797,10091.0,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_200,RN18_456,,,,,raw file exists,mzXML exists,2017-03-02 15:38:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2353""}"
2935,DN2660-3,DN2660-3,2017,Mar,6,NEG,Sample,EN2660,2660,cLEG850,,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_459,,,,,raw file exists,mzXML exists,2017-03-13 10:30:26+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2660""}"
2942,DN2721-3,DN2721-3,2017,Mar,7,NEG,Sample,EN2721,2721,cLA1869,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_459,,,,,raw file exists,mzXML exists,2017-03-13 10:49:02+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2721""}"
2945,DN2724-3,DN2724-3,2017,Mar,7,NEG,Sample,EN2724,2724,cLA175,,LA10,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_459,,,,,raw file exists,mzXML exists,2017-03-13 10:54:34+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2724""}"
2946,DN2660-P,DN2660-P,2017,Mar,7,NEG,Sample,EN2660,2660,cLEG850,,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_459,,,,,raw file exists,mzXML exists,2017-03-13 10:56:57+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2660""}"
2947,DN2661-P,DN2661-P,2017,Mar,7,NEG,Sample,EN2661,2661,cLEG626,,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_459,,,,,raw file exists,mzXML exists,2017-03-13 10:59:15+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2661""}"
2949,DN2717-P,DN2717-P,2017,Mar,7,NEG,Sample,EN2717,2717,cLEG864,,IngU,YCA318 2016_PM_O,Bell_polymers_2016.PRO,2016_10_05_NEG_sens_40min_150mm,2015_03_24_45min_150mm,0,BN_201,RN18_460,,,,,raw file exists,mzXML exists,2017-03-13 11:03:01+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2717""}"
