id,extraction_number,percent_tyrosine,link_to_file,calibration_number,month,day,year,notes,updated,error message
1076,2197,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_04_27,20,Apr,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2197""}"
1077,2198,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_04_27,20,Apr,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2198""}"
1078,2199,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_04_27,20,Apr,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2199""}"
1079,2200,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_04_27,20,Apr,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2200""}"
1080,2201,10.11%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2201""}"
1081,2202,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,"Drop, duplicate extraction",2017-01-20 17:37:47+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2202""}"
1082,2203,14.58%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2203""}"
1083,2204,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,"Keep, duplicate extraction",2017-01-20 16:19:34+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2204""}"
1084,2205,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2205""}"
1085,2206,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,"Drop, duplicate extraction",2017-01-20 16:22:13+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2206""}"
1086,2207,10.20%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2207""}"
1087,2208,13.52%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2208""}"
1088,2215,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2215""}"
1089,2216,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2216""}"
1090,2217,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2217""}"
1091,2218,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2218""}"
1092,2219,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2219""}"
1093,2220,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2220""}"
1094,2221,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_09,21,May,9,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2221""}"
1095,2227,19.71%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2227""}"
1096,2228,8.98%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2228""}"
1097,2229,4.86%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2229""}"
1098,2230,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2230""}"
1099,2231,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2231""}"
1100,2232,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2232""}"
1101,2233,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2233""}"
1102,2234,11.90%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2234""}"
1103,2235,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2235""}"
1104,2236,14.05%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2236""}"
1105,2237,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2237""}"
1106,2238,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2238""}"
1107,2239,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2239""}"
1108,2240,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,"Drop, duplicate extraction",2017-01-20 16:30:44+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2240""}"
1109,2241,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2241""}"
1110,2242,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2242""}"
1111,2243,13.68%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2243""}"
1112,2244,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2244""}"
1113,2245,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_11,22,May,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2245""}"
1199,2246,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May ,18,2016,"Keep, duplicate extraction",2017-01-20 16:31:05+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2246""}"
1200,2247,19.53%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May ,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2247""}"
1201,2248,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,"small peak, RT not tyr, reran multiple times",2017-01-20 17:00:51+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2248""}"
1202,2249,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2249""}"
1203,2250,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2250""}"
1204,2251,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:05:26+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2251""}"
1205,2252,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2252""}"
1206,2253,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2253""}"
1207,2254,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2254""}"
1208,2255,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2255""}"
1209,2256,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2256""}"
1210,2257,9.15%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2257""}"
1211,2258,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2258""}"
1212,2259,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2259""}"
1213,2260,1.73%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2260""}"
1214,2261,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2261""}"
1215,2262,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2262""}"
1216,2263,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2263""}"
1217,2264,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2264""}"
1218,2265,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_18,23,May,18,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2265""}"
1219,2266,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2266""}"
1220,2267,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,"Drop, duplicate extraction",2017-01-20 17:07:55+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2267""}"
1221,2268,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2268""}"
1222,2269,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2269""}"
1223,2270,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2270""}"
1224,2271,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2271""}"
1225,2272,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2272""}"
1226,2273,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2273""}"
1227,2274,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2274""}"
1228,2275,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2275""}"
1229,2276,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2276""}"
1230,2277,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2277""}"
1231,2278,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2278""}"
1232,2279,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2279""}"
1233,2280,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2280""}"
1234,2281,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2281""}"
1235,2282,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2282""}"
1236,2283,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2283""}"
1237,2284,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2284""}"
1238,2285,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_20,24,May,20,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2285""}"
1239,2286,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2286""}"
1240,2287,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2287""}"
1241,2288,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2288""}"
1242,2289,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,"Keep, duplicate extraction",2017-01-20 17:08:32+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2289""}"
1243,2290,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2290""}"
1244,2291,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2291""}"
1245,2292,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2292""}"
1246,2293,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2293""}"
1247,2294,1.06%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2294""}"
1248,2295,9.17%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2295""}"
1249,2296,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2296""}"
1250,2297,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2297""}"
1251,2298,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2298""}"
1252,2299,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2299""}"
1253,2300,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:12:15+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2300""}"
1254,2301,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:15:13+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2301""}"
1255,2302,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2302""}"
1256,2303,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2303""}"
1257,2304,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2304""}"
1258,2305,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_24,25,May,24,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2305""}"
1259,2318,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2318""}"
1260,2319,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,"peak, not tyr, reran multiple times",2017-01-20 17:15:43+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2319""}"
1261,2320,14.11%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2320""}"
1262,2321,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2321""}"
1263,2322,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,"Keep, duplicate extraction",2017-01-20 17:16:02+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2322""}"
1264,2323,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:16:35+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2323""}"
1265,2324,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2324""}"
1266,2325,4.05%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2325""}"
1267,2326,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2326""}"
1268,2327,3.32%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_26,26,May,26,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2327""}"
1269,2328,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2328""}"
1270,2329,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2329""}"
1271,2330,14.88%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2330""}"
1272,2331,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2331""}"
1273,2332,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,"Keep, duplicate extraction",2017-01-20 17:17:22+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2332""}"
1274,2333,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,"small peak, RT not tyr",2017-01-20 17:17:37+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2333""}"
1275,2334,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2334""}"
1276,2335,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:17:57+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2335""}"
1277,2336,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2336""}"
1278,2337,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2337""}"
1279,2338,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_27,27,May,27,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:21:47+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2338""}"
1280,2339,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_31,28,May,31,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2339""}"
1281,2340,10.06%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_31,28,May,31,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2340""}"
1282,2341,9.34%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_31,28,May,31,2016,mature sample run,2017-01-20 17:22:30+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2341""}"
1283,2342,11.66%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_05_31,28,May,31,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2342""}"
1284,2376,13.94%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,"keep, duplicate extraction",2017-01-20 17:45:04+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2376""}"
1285,2377,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2377""}"
1286,2378,10.64%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,,2017-01-04 14:05:13+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2378""}"
