id,collectors,site,year,month,species_code,plant_field,lh_field,location,day1,hour1,area1,day2,hour2,age2,area2,day3,hour3,age3,area3,day4,hour4,age4,area4,day5,hour5,age5,area5,final,age1percent,dt2,age2percent,dt3,age3percent,dt4,age4percent,dt5,age5percent,x_dt_d_field,x_exp_percent,spp,notes2,updated,error message
1706,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,25,14,3,28,17,3,11,,,,,,,,,,,,,15,0,2,1,,,,,,,2,50,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1707,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,15,1,6,15,2,1,8,18,2,2,,,,,,,,,2,0,2,0,,1,,,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1708,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,15,1,6,15,2,2,8,18,2,3,,,,,,,,,4,0,2,0,,1,,,,,2,39,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1709,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,15,1,6,15,2,2,8,18,2,3,,,,,,,,,5,0,2,0,3,1,,,,,3,31,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1710,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,15,1,6,15,2,2,8,18,2,4,,,,,,,,,4,0,2,0,,1,,,,,2,42,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1711,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,25,15,4,28,17,3,5,32,14,4,11,,,,,,,,,14,0,7,0,4,1,,,,,6,13,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1712,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,25,15,5,28,17,3,8,32,14,4,16,,,,,,,,,30,0,4,0,4,1,,,,,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1713,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,25,15,4,28,17,3,7,32,14,4,12,,,,,,,,,27,0,4,0,5,0,,,,,4,17,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1714,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,13,1,28,17,2,2,29,12,1,4,,,,,,,,,6,0,1,0,1,1,,,,,1,78,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1715,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,13,1,28,17,2,2,29,12,1,4,,,,,,,,,5,0,1,0,1,1,,,,,1,84,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1716,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,13,1,28,17,2,3,29,12,1,6,,,,,,,,,10,0,1,0,1,1,,,,,1,103,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1717,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,13,1,28,17,2,4,29,12,1,7,,,,,,,,,10,0,1,0,1,1,,,,,1,90,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1718,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,15,0,28,17,3,0,32,14,4,0,33,13,1,0,35,15,2,0,1,0,4,0,3,0,2,0,3,1,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1719,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,15,0,28,17,3,0,32,14,4,0,33,13,1,0,35,15,2,0,1,0,6,0,3,0,4,0,2,1,4,19,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1720,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,15,0,28,17,3,0,32,14,4,0,33,13,1,0,35,15,2,0,1,0,5,0,3,0,2,1,4,1,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1721,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,15,0,28,17,3,0,32,14,4,0,33,13,1,0,35,15,2,1,1,0,3,0,2,0,4,1,3,1,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1722,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,25,15,0,28,17,3,0,32,14,4,0,33,13,1,0,35,15,2,1,1,0,2,0,4,0,5,0,2,1,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1723,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,13,0,28,16,2,1,32,16,4,2,33,12,1,3,,,,,4,0,2,0,3,1,4,1,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1724,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,13,1,28,16,2,1,32,16,4,2,,,,,,,,,4,0,3,0,3,1,,,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1725,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,1,32,13,4,2,35,15,3,5,,,-36,,,,,,7,0,2,0,2,1,,,,,2,37,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1726,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,1,32,13,4,2,35,15,3,5,,,-36,,,,,,8,0,2,0,2,1,,,,,2,37,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1727,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,1,32,13,4,2,35,15,3,7,,,-36,,,,,,11,0,2,0,2,1,,,,,2,40,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1728,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,1,32,13,4,2,35,15,3,6,,,-36,,,,,,11,0,2,0,2,1,,,,,2,41,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1729,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,1,32,13,4,4,35,15,3,7,,,-36,,,,,,7,0,2,1,,1,,,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1730,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,1,32,13,4,4,35,15,3,6,,,-36,,,,,,7,0,2,1,,1,,,,,2,35,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1731,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,2,32,13,4,6,35,15,3,12,,,-36,,,,,,15,0,2,0,3,1,,,,,3,28,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1732,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,2,32,13,4,6,35,15,3,9,,,,,,,,,9,0,3,1,,1,,,,,3,32,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1733,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,2,32,13,4,5,35,15,3,7,,,,,,,,,7,0,3,1,,1,,,,,3,30,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1734,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,2,32,13,4,4,35,15,3,9,,,,,,,,,9,0,3,0,,1,,,,,3,30,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1735,P.D. Coley & T.A. Kursar,Manaus,2005,,M25,25,,,28,16,2,32,13,4,6,35,15,3,10,,,,,,,,,11,0,2,1,,1,,,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 25}"
1736,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,16,1,32,13,6,2,33,13,1,2,,,,,,,,,3,0,5,1,5,1,,,,,5,16,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1737,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,16,2,32,13,6,4,33,13,1,5,,,,,,,,,9,0,4,0,2,1,,,,,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1738,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,28,16,3,32,14,4,9,,,-33,,,,,,,,,,10,0,3,1,,,,,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1739,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,28,16,3,32,14,4,8,,,-33,,,,,,,,,,9,0,3,1,,,,,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1740,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,28,16,3,32,14,4,9,,,-33,,,,,,,,,,12,0,3,1,,,,,,,3,31,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1741,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,28,17,2,32,14,4,5,,,-33,,,,,,,,,,5,0,,1,,,,,,,0,,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1742,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,28,17,4,32,14,4,10,,,-33,,,,,,,,,,13,0,3,1,,,,,,,3,24,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1743,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,28,17,4,32,14,4,8,,,-33,,,,,,,,,,11,0,3,1,,,,,,,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1744,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,28,17,1,32,14,4,2,,,-33,,,,,,,,,,3,0,3,1,,,,,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1745,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,28,17,2,32,14,4,6,,,-33,,,,,,,,,,9,0,3,1,,,,,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1746,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,6,16,2,8,17,2,3,10,13,2,5,,,,,,,,,6,0,2,0,2,1,,,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1747,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,6,16,3,8,17,2,5,10,13,2,9,,,,,,,,,10,0,4,0,2,1,,,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1748,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,10,1,28,18,2,2,30,17,2,3,,,,,,,,,5,0,2,0,2,1,,,,,2,37,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1749,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,10,1,28,18,2,3,30,17,2,5,,,,,,,,,7,0,2,0,2,1,,,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1750,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,10,2,28,18,2,3,30,17,2,6,,,,,,,,,7,0,2,0,2,1,,,,,2,34,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1751,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,29,10,0,32,15,3,1,35,16,3,2,36,9,1,3,,,,,6,0,,0,3,0,3,1,,,3,29,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1752,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,29,10,1,32,15,3,2,35,16,3,5,36,9,1,6,,,,,16,0,,0,2,0,2,0,,,2,35,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1753,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,29,10,1,32,15,3,1,35,16,3,4,36,9,1,5,,,,,15,0,,0,2,0,3,0,,,3,32,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1754,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,29,10,0,32,15,3,1,35,16,3,2,36,9,1,3,,,,,6,0,,0,2,0,2,1,,,2,38,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1755,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,29,10,1,32,15,3,1,35,16,3,4,36,9,1,5,,,,,12,0,,0,2,0,2,0,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1756,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,29,10,1,32,15,3,1,35,16,3,4,36,9,1,5,,,,,12,0,,0,2,0,3,0,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1757,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,5,10,1,8,15,3,3,11,13,3,4,15,15,4,6,,,,,7,0,4,0,4,1,,1,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1758,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,5,10,1,8,15,3,3,11,13,3,4,15,15,4,6,,,,,7,0,4,0,4,1,,1,,,4,19,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1759,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,5,10,1,8,15,3,2,11,13,3,5,15,15,4,9,,,,,12,0,3,0,3,0,,1,,,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1760,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,5,10,1,8,15,3,3,11,13,3,5,15,15,4,10,,,,,12,0,4,0,3,0,,1,,,3,24,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1761,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,11,1,29,10,3,1,32,15,3,3,34,16,2,5,,,,,7,0,3,0,3,0,,1,,,3,29,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1762,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,11,1,29,10,3,1,32,15,3,3,34,16,2,5,,,,,7,0,3,0,2,0,,1,,,3,28,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1763,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,11,1,29,10,3,1,32,15,3,3,34,16,2,6,,,,,7,0,4,0,2,0,,1,,,3,27,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1764,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,11,1,29,10,3,1,32,15,3,4,34,16,2,7,,,,,7,0,4,0,2,1,,1,,,3,27,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1765,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,29,11,1,32,15,3,2,35,16,3,4,39,15,4,5,,,,,6,0,4,0,5,1,,1,,,4,17,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1766,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,29,11,1,32,15,3,2,35,16,3,3,39,15,4,6,,,,,8,0,4,0,4,0,7,1,,,5,16,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1767,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,29,11,1,32,15,3,1,35,16,3,2,39,15,4,4,,,,,7,0,4,0,3,0,6,1,,,5,17,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1768,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,29,11,1,32,15,3,1,35,16,3,2,39,15,4,4,,,,,9,0,4,0,3,0,6,1,,,5,16,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1769,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,29,11,1,32,15,3,2,35,16,3,3,39,15,4,5,,,,,7,0,4,0,4,0,7,1,,,5,14,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1770,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,29,12,1,32,14,3,2,33,12,1,2,35,15,2,4,,,,,4,0,3,0,2,1,,1,,,3,31,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1771,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,29,12,1,32,14,3,1,33,12,1,2,35,15,2,3,,,,,4,0,3,0,2,0,,1,,,3,31,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1772,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,29,12,1,32,14,3,2,33,12,1,3,35,15,2,4,,,,,5,0,3,0,3,1,,1,,,3,30,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1773,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,29,12,1,32,14,3,3,33,12,1,3,35,15,2,4,,,,,5,0,3,0,2,1,,1,,,3,30,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1774,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,32,14,3,0,,,12,,0,,,,,,,,0,1,6,1,,,,,,,6,13,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1775,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,32,14,3,0,,,-33,,,,0,,,,,,0,0,3,1,,,,,,,3,31,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1776,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,32,14,3,0,,,-33,,,,0,,,,,,0,0,3,1,,,,,,,3,23,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1777,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,32,14,3,0,,,-33,,,,,,,,,,0,0,3,1,,,,,,,3,27,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1778,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,32,14,3,0,,,,,,,,,,,,,0,1,3,1,,,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1779,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,32,14,3,0,,,,,,,,,,,,,1,0,3,1,,,,,,,3,29,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1780,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,7,17,1,9,13,2,1,10,14,1,2,13,17,3,3,,,,,4,0,2,0,2,0,5,1,,,3,24,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1781,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,7,17,1,9,13,2,2,10,14,1,3,13,17,3,4,,,,,10,0,2,0,3,0,,0,,,2,35,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1782,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,7,17,1,9,13,2,2,10,14,1,3,13,17,3,8,,,,,10,0,2,0,2,0,4,1,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1783,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,7,17,1,9,13,2,1,10,14,1,2,13,17,3,4,,,,,5,0,2,0,3,0,,1,,,3,31,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1784,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,7,17,1,9,13,2,2,10,14,1,3,13,17,3,6,,,,,9,0,2,0,2,0,4,1,,,3,30,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1785,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,25,16,1,26,11,1,1,28,18,2,3,,,,,,,,,3,0,1,0,,1,,,,,1,68,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1786,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,25,16,1,26,11,1,1,28,18,2,5,,,,,,,,,7,0,2,0,1,1,,,,,1,59,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1787,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,25,16,1,26,11,1,2,28,18,2,4,,,,,,,,,4,0,1,0,,1,,,,,1,94,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1788,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,25,16,2,26,11,1,3,28,18,2,8,,,,,,,,,9,0,1,0,,1,,,,,1,64,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1789,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,25,16,1,26,11,1,2,28,18,2,4,,,,,,,,,4,0,2,0,,1,,,,,2,52,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1790,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,12,1,28,18,2,3,,,,,,,,,,,,,4,0,1,1,,,,,,,1,69,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1791,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,12,1,28,18,2,3,,,,,,,,,,,,,4,0,2,1,,,,,,,2,55,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1792,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,12,2,28,18,2,6,,,,,,,,,,,,,7,0,,1,,,,,,,0,0,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1793,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,12,1,28,18,2,2,,,,,,,,,,,,,3,0,1,1,,,,,,,1,72,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1794,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,12,1,28,18,2,2,,,,,,,,,,,,,3,0,1,1,,,,,,,1,67,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1795,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,12,1,28,18,2,5,,,,,,,,,,,,,9,0,1,1,,,,,,,1,69,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1796,P.D. Coley & T.A. Kursar,Manaus,2005,,M4,4,,,26,12,1,28,18,2,5,,,,,,,,,,,,,9,0,1,1,,,,,,,1,65,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 4}"
1797,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,26,13,1,28,17,2,2,32,15,4,4,,,,,,,,,5,0,2,0,,1,,,,,2,33,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1798,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,26,13,1,28,17,2,2,32,15,4,6,,,,,,,,,7,0,2,0,,1,,,,,2,39,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1799,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,26,13,1,28,17,2,2,32,15,4,7,,,,,,,,,8,0,2,0,,1,,,,,2,38,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1800,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,26,13,1,28,17,2,2,32,15,4,5,,,,,,,,,5,0,2,0,,1,,,,,2,39,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1801,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,26,13,1,28,17,2,2,32,15,4,6,,,,,,,,,6,0,2,0,,1,,,,,2,39,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
