id,collectors,site,year,month,species_code,plant_field,lh_field,location,day1,hour1,area1,day2,hour2,age2,area2,day3,hour3,age3,area3,day4,hour4,age4,area4,day5,hour5,age5,area5,final,age1percent,dt2,age2percent,dt3,age3percent,dt4,age4percent,dt5,age5percent,x_dt_d_field,x_exp_percent,spp,notes2,updated,error message
2485,P.D. Coley & T.A. Kursar,BCI,,,IngV,1460,,,6,4,14,9,3,3,32,13,4,4,84,15,10,2,143,17,4,2,214,214,0,2,0,3,0,3,1,,,3,28,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1460}"
2486,P.D. Coley & T.A. Kursar,BCI,,,IngV,1460,,,6,4,14,9,3,3,31,13,4,4,96,15,10,2,147,17,4,2,243,243,0,3,0,2,0,4,1,,,3,27,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1460}"
2487,P.D. Coley & T.A. Kursar,BCI,,,IngV,0,,,19,13,10,21,13,2,14,23,12,2,27,27,15,4,73,30,12,3,167,190,0,3,0,2,0,3,0,,,3,28,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 0}"
2488,P.D. Coley & T.A. Kursar,BCI,,,IngV,0,,,19,13,8,21,13,2,12,23,12,2,21,27,15,4,65,30,12,3,129,440,0,3,0,2,0,3,0,3,,3,31,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 0}"
2489,P.D. Coley & T.A. Kursar,BCI,,,IngV,0,,,19,13,16,21,13,2,20,23,12,2,50,27,15,4,120,30,12,3,255,535,0,5,0,1,0,3,0,3,,3,24,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 0}"
2490,P.D. Coley & T.A. Kursar,BCI,,,IngV,1742,,,19,15,8,21,15,2,14,23,14,2,26,27,5,4,95,30,14,3,140,140,0,2,0,2,0,2,1,,,2,37,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1742}"
2491,P.D. Coley & T.A. Kursar,BCI,,,IngV,1742,,,19,15,9,21,15,2,15,23,14,2,27,27,5,4,96,30,14,3,149,153,0,3,0,2,0,2,1,,,2,36,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1742}"
2492,P.D. Coley & T.A. Kursar,BCI,,,IngV,1749,,,21,14,4,23,13,2,9,27,16,4,22,30,13,3,50,32,11,2,80,93,0,2,0,3,0,2,1,,,2,33,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1749}"
2493,P.D. Coley & T.A. Kursar,BCI,,,IngV,1749,,,21,14,4,23,13,2,7,27,16,4,19,30,13,3,45,32,11,2,80,93,0,2,0,3,0,2,0,,,2,33,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1749}"
2494,P.D. Coley & T.A. Kursar,BCI,,,IngV,1749,,,21,14,5,23,13,2,9,27,16,4,22,30,13,3,43,32,11,2,93,300,0,3,0,3,0,3,0,2,,3,24,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1749}"
2495,P.D. Coley & T.A. Kursar,BCI,,,IngV,1749,,,21,14,4,23,13,2,9,27,16,4,22,30,13,3,39,32,11,2,70,150,0,2,0,3,0,3,0,2,,3,30,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1749}"
2496,P.D. Coley & T.A. Kursar,BCI,,,IngV,1749,,,21,14,4,23,13,2,9,27,16,4,19,30,13,3,36,32,11,2,58,150,0,2,0,4,0,3,0,3,,3,26,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1749}"
2497,P.D. Coley & T.A. Kursar,BCI,,,IngV,1744,,,19,15,9,21,16,2,16,23,14,2,24,27,17,4,33,30,14,3,33,33,0,3,0,3,1,,1,0,,3,28,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1744}"
2498,P.D. Coley & T.A. Kursar,BCI,,,IngV,1744,,,19,15,9,21,16,2,16,23,14,2,24,27,17,4,59,30,14,3,63,63,0,3,0,3,0,,1,,,3,28,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1744}"
2499,P.D. Coley & T.A. Kursar,BCI,,,IngV,1744,,,19,15,7,21,16,2,10,23,14,2,16,27,17,4,30,30,14,3,38,38,0,4,0,3,0,5,1,,,4,20,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1744}"
2500,P.D. Coley & T.A. Kursar,BCI,,,IngV,1744,,,19,15,6,21,16,2,11,23,14,2,17,27,17,4,36,30,14,3,62,62,0,2,0,3,0,4,1,,,3,27,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1744}"
2501,P.D. Coley & T.A. Kursar,BCI,,,IngV,1744,,,19,15,6,21,16,2,11,23,14,2,20,27,17,4,43,30,14,3,113,113,0,3,0,2,0,4,0,,,3,28,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1744}"
2502,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1736,,,14,4,18,16,1,2,19,21,13,5,56,23,13,2,85,26,3,3,140,154,0,,0,4,0,3,1,,,3,23,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1736}"
2503,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1736,,,14,4,14,16,1,2,18,21,13,5,53,23,13,2,83,26,3,3,123,126,0,4,0,4,0,3,1,,,4,21,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1736}"
2504,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1735,,,19,3,15,21,4,2,17,23,2,2,25,26,4,3,49,28,12,2,76,220,0,11,0,3,0,3,0,4,,5,15,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1735}"
2505,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1735,,,19,3,15,21,4,2,21,23,2,2,27,26,4,3,54,28,12,2,82,238,0,4,0,5,0,3,0,4,,4,19,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1735}"
2506,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1739,,,19,14,6,21,15,2,6,23,13,2,11,27,16,4,20,30,13,3,30,420,0,,0,2,0,5,0,5,,4,22,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1739}"
2507,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1741,,,19,14,5,21,15,2,8,23,13,2,16,27,17,4,52,30,13,3,88,125,0,3,0,2,0,2,0,4,,3,27,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1741}"
2508,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1741,,,19,14,4,21,15,2,7,23,13,2,13,27,17,4,40,30,13,3,76,250,0,3,0,2,0,2,0,3,,2,33,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1741}"
2509,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1751,,,23,14,55,27,17,4,112,30,14,3,198,32,12,2,223,35,12,3,227,227,0,4,0,,1,,1,,,4,19,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1751}"
2510,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1751,,,23,14,41,27,17,4,99,30,14,3,167,32,12,2,326,35,12,3,349,349,0,3,0,4,0,,1,,,4,22,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1751}"
2511,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1751,,,23,14,54,27,17,4,112,30,14,3,225,32,12,2,435,35,12,3,440,440,0,4,0,3,1,,1,,,3,23,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1751}"
2512,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1753,,,2,11,56,35,12,33,120,38,12,3,198,42,15,4,355,45,11,3,363,363,0,,0,4,1,,1,,,4,18,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1753}"
2513,P.D. Coley & T.A. Kursar,BCI,,,IngMu,1753,,,2,11,72,35,12,33,128,38,12,3,235,42,15,4,458,48,11,6,475,475,0,,0,3,0,,1,,,3,22,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1753}"
2514,P.D. Coley & T.A. Kursar,BCI,,,IngPu,1754,,,11,15,6,15,9,4,10,18,12,3,11,,,,,,,,,11,1,6,1,,1,,0,,,6,12,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1754}"
2515,P.D. Coley & T.A. Kursar,BCI,,,IngPu,1754,,,11,15,6,15,9,4,19,18,12,3,26,,,,,,,,,28,0,2,1,,1,,0,,,2,38,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1754}"
2516,P.D. Coley & T.A. Kursar,BCI,,,IngPu,1754,,,11,15,0,15,9,4,1,18,12,3,2,,,,,,,,,10,0,,0,3,0,,0,,,3,27,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1754}"
2517,P.D. Coley & T.A. Kursar,BCI,,,IngPu,1754,,,11,15,0,15,9,4,2,18,12,3,3,,,,,,,,,17,0,,0,4,0,,0,,,4,19,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1754}"
2518,P.D. Coley & T.A. Kursar,BCI,,,IngPu,1754,,,11,15,1,15,9,4,4,18,12,3,7,,,,,,,,,7,0,2,1,4,1,,0,,,3,25,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1754}"
2519,P.D. Coley & T.A. Kursar,BCI,,,IngPu,1754,,,11,15,1,15,9,4,4,18,12,3,8,,,,,,,,,10,0,2,0,3,1,,0,,,2,34,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1754}"
2520,P.D. Coley & T.A. Kursar,BCI,,,IngPu,1754,,,11,15,9,15,9,4,18,18,12,3,22,,,,,,,,,22,0,4,1,,1,,0,,,4,18,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1754}"
2521,P.D. Coley & T.A. Kursar,BCI,,,IngA,1755,,,23,14,0,26,12,3,0,28,15,2,1,30,15,2,1,33,11,3,1,1,0,2,0,3,0,2,1,,,2,36,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1755}"
2522,P.D. Coley & T.A. Kursar,BCI,,,IngA,1755,,,23,14,0,26,12,3,0,28,15,2,1,30,15,2,2,33,11,3,3,5,0,,0,3,0,2,0,3,,3,29,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1755}"
2523,P.D. Coley & T.A. Kursar,BCI,,,IngA,1755,,,23,14,0,26,12,3,1,28,15,2,1,30,15,2,2,33,11,3,4,5,0,,0,2,0,3,0,2,,2,34,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1755}"
2524,P.D. Coley & T.A. Kursar,BCI,,,IngA,1755,,,23,14,0,26,12,3,1,28,15,2,1,30,15,2,3,33,11,3,8,9,0,,0,5,0,2,0,2,,3,28,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1755}"
2525,P.D. Coley & T.A. Kursar,BCI,,,IngA,1755,,,23,14,0,26,12,3,1,28,15,2,2,30,15,2,5,33,11,3,13,15,0,,0,3,0,2,0,2,,2,37,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1755}"
2526,P.D. Coley & T.A. Kursar,BCI,,,IngA,1755,,,23,14,0,26,12,3,1,28,15,2,2,30,15,2,4,33,11,3,13,15,0,,0,2,0,2,0,2,,2,37,,,2015-07-22 09:54:50+00:00,"Plant could not be found matching {""site__site"": ""BCI"", ""plant_number"": 1755}"
